obs_p,obs_q,obs_teta,obs_DateTime
0.0,4.595,,
0.0,4.575,,
0.0,4.534,,
0.0,4.473,,
0.0,4.473,,
0.0,4.493,,
0.0,4.452,,
0.0,4.412,,
0.0,4.412,,
0.0,4.371,,
0.0,4.33,,
0.0,4.33,,
0.0,4.29,,
0.0,4.249,,
0.0,4.391,,
0.0,4.371,,
0.0,4.371,,
0.0,4.149,,
0.0,4.128,,
0.0,4.128,,
0.0,4.108,,
0.0,4.048,,
0.0,4.028,,
0.0,4.028,,
0.0001,4.008,,
0.0,4.008,,
0.0002,3.968,,
0.0,3.948,,
0.0,3.928,,
0.0,3.889,,
0.0,3.869,,
0.0,3.869,,
0.0,3.789,,
0.0,3.809,,
0.0,3.77,,
0.0,3.77,,
0.0,3.75,,
0.0,3.75,,
0.0,3.691,,
0.0,3.691,,
0.0,3.671,,
0.0,3.651,,
0.0,3.632,,
0.0,3.651,,
0.0,3.612,,
0.0,3.612,,
0.0,3.592,,
0.0,3.592,,
0.0,3.573,,
0.0,3.495,,
0.0,3.592,,
0.0,3.553,,
0.0,3.495,,
0.0,3.495,,
0.0002,3.514,,
0.0,3.475,,
0.0,3.475,,
0.0,3.495,,
0.0,3.475,,
0.0,3.475,,
0.0,3.456,,
0.0,3.436,,
0.0,3.417,,
0.0,3.378,,
0.0,3.358,,
0.0,3.339,,
0.0,3.3,,
0.0,3.281,,
0.0,3.281,,
0.0,3.262,,
0.0,3.243,,
0.00030000000000000003,3.223,,
0.0005,3.223,,
0.0006,3.281,,
0.0006,3.358,,
0.0002,3.417,,
0.0002,3.495,,
0.0004,3.553,,
0.0002,3.71,,
0.0006000000000000001,3.869,,
0.0015000000000000005,4.189,,
0.0005,4.657,,
0.0,5.092,,
0.0,5.449,,
0.0,6.24,,
0.0,7.138,,
0.0,7.673,,
0.00030000000000000003,8.057,,
0.0,8.057,,
0.0,7.831,,
0.0001,7.382,,
0.0,7.005,,
0.0,6.609,,
0.0,6.435,,
0.0,6.175,,
0.0,5.874,,
0.0,5.788,,
0.0,5.66,,
0.0,5.533,,
0.0,5.427,,
0.0,5.259,,
0.0,5.133,,
0.0,5.008,,
0.0,4.904,,
0.0001,4.801,,
0.0002,4.78,,
0.0005,4.698,,
0.001,4.739,,
0.0008999999999999999,4.863,,
0.0002,5.008,,
0.0004,5.071,,
0.0004,5.154,,
0.0001,5.406,,
0.0,5.639,,
0.0,5.831,,
0.0,6.089,,
0.0,6.283,,
0.0,6.413,,
0.0,6.5,,
0.0001,6.479,,
0.0,6.413,,
0.0,6.326,,
0.0,6.24,,
0.0,6.046,,
0.0,5.981,,
0.0,5.938,,
0.0,5.81,,
0.0,5.746,,
0.0,5.66,,
0.0001,5.576,,
0.0001,5.597,,
0.0,5.597,,
0.0,5.597,,
0.0001,5.597,,
0.0,5.618,,
0.0,5.639,,
0.0,5.682,,
0.0,5.682,,
0.0,5.682,,
0.0,5.703,,
0.0,5.703,,
0.0,5.746,,
0.0002,5.788,,
0.0002,5.831,,
0.0005,5.938,,
0.0002,6.132,,
0.0001,6.348,,
0.0001,6.675,,
0.0,7.116,,
0.0,7.606,,
0.0002,7.898,,
0.0002,8.238,,
0.0001,8.466,,
0.0005,8.741,,
0.0006,9.041,,
0.0012,9.342,,
0.002,10.021,,
0.0024000000000000002,11.886,,
0.0006,14.356,,
0.0014000000000000002,17.06,,
0.0016,20.109,,
0.0008999999999999999,23.929,,
0.0006,26.622,,
0.0005,28.087,,
0.0,28.683,,
0.0,28.626,,
0.00030000000000000003,27.946,,
0.0,26.707,,
0.0008,25.255,,
0.0,23.462,,
0.0016,22.235,,
0.0006,21.207,,
0.0,20.724,,
0.0,20.269,,
0.0,20.162,,
0.0,19.869,,
0.0,19.976,,
0.0,19.418,,
0.0,19.312,,
0.0,18.652,,
0.0,17.997,,
0.0,17.527,,
0.0,16.905,,
0.0,16.466,,
0.0,16.107,,
0.0,15.57,,
0.0004,15.341,,
0.0,15.037,,
0.0001,14.759,,
0.0002,14.532,,
0.0001,14.583,,
0.0,14.507,,
0.0001,14.507,,
0.0,14.557,,
0.0006000000000000001,14.658,,
0.0005,14.759,,
0.0004,15.164,,
0.0014999999999999998,15.851,,
0.0001,17.762,,
0.0,19.497,,
0.0,21.558,,
0.0,23.352,,
0.0,24.867,,
0.0,25.283,,
0.0005,25.089,,
0.0007,24.176,,
0.0,22.697,,
0.0,21.154,,
0.0,20.189,,
0.0,19.71,,
0.0,19.391,,
0.0,19.259,,
0.0,18.968,,
0.0,18.337,,
0.0,17.84,,
0.0,17.345,,
0.0,16.776,,
0.0,16.415,,
0.00030000000000000003,16.004,,
0.0001,15.774,,
0.00030000000000000003,15.774,,
0.0,15.367,,
0.0002,15.367,,
0.0001,15.24,,
0.0004,15.418,,
0.0004,15.698,,
0.0006,15.953,,
0.0006,16.827,,
0.00030000000000000003,18.18,,
0.0005,19.949,,
0.0011,21.963,,
0.0008,25.033,,
0.0001,28.087,,
0.0007,30.54,,
0.0007000000000000001,32.504,,
0.0007,34.49,,
0.0008,35.491,,
0.004,37.299,,
0.0,39.814,,
0.0,41.355,,
0.0013000000000000004,42.663,,
0.0001,43.274,,
0.0007,43.794,,
0.0001,44.1,,
0.0001,44.07,,
0.00030000000000000003,43.365,,
0.0,42.176,,
0.0,39.513,,
0.0001,36.318,,
0.00030000000000000003,34.021,,
0.0016,32.591,,
0.0006000000000000001,32.127,,
0.0017000000000000001,32.359,,
0.00030000000000000003,32.853,,
0.0,32.795,,
0.0002,32.388,,
0.0,31.953,,
0.0001,31.029,,
0.0,29.823,,
0.0,28.541,,
0.0,26.959,,
0.0,25.979,,
0.0,24.922,,
0.0,24.121,,
0.0001,23.38,,
0.0,22.506,,
0.0,21.882,,
0.0,21.315,,
0.0,20.536,,
0.0,20.029,,
0.0,19.232,,
0.0,18.916,,
0.0,18.573,,
0.0,18.049,,
0.0,17.683,,
0.0,17.267,,
0.0,16.982,,
0.0001,16.698,,
0.0004,16.363,,
0.0,16.158,,
0.0002,16.081,,
0.0001,15.953,,
0.0001,15.979,,
0.0001,16.03,,
0.0,15.953,,
0.0,15.902,,
0.0004,15.979,,
0.0,16.184,,
0.0,16.107,,
0.0,16.004,,
0.0001,15.876,,
0.0,15.723,,
0.0,15.494,,
0.0,15.214,,
0.0,14.936,,
0.0,14.406,,
0.0,14.056,,
0.0,13.856,,
0.0,13.482,,
0.0,13.334,,
0.0,12.987,,
0.0001,12.889,,
0.0002,12.545,,
0.0002,12.447,,
0.0001,12.349,,
0.0001,12.154,,
0.0,12.032,,
0.0001,11.983,,
0.0001,11.813,,
0.0001,11.911,,
0.0007,11.813,,
0.0002,11.862,,
0.0,11.789,,
0.0,11.789,,
0.0,11.862,,
0.0,11.692,,
0.0,11.523,,
0.0,11.33,,
0.0,11.066,,
0.0,10.97,,
0.0,10.755,,
0.0,10.541,,
0.0,10.375,,
0.0,10.328,,
0.0,10.233,,
0.0,9.95,,
0.0,9.833,,
0.0,9.739,,
0.0001,9.645,,
0.0,9.458,,
0.0,9.389,,
0.0,9.296,,
0.0,9.226,,
0.0,9.133,,
0.0,9.064,,
0.0,8.948,,
0.0001,8.902,,
0.0001,8.787,,
0.0001,8.695,,
0.0,8.626,,
0.0,8.603,,
0.0,8.443,,
0.0,8.443,,
0.0,8.489,,
0.0,8.489,,
0.0,8.558,,
0.0,8.535,,
0.0,8.489,,
0.0,8.42,,
0.0,8.306,,
0.0,8.17,,
0.0,8.125,,
0.0,8.011,,
0.0,7.898,,
0.0,7.831,,
0.0,7.718,,
0.0,7.628,,
0.0,7.606,,
0.0,7.405,,
0.0,7.382,,
0.0,7.338,,
0.0,7.293,,
0.0,7.16,,
0.0,7.182,,
0.0,7.138,,
0.0,7.027,,
0.0,6.983,,
0.0,6.895,,
0.0,6.939,,
0.0,6.829,,
0.0,6.763,,
0.0,6.697,,
0.0,6.719,,
0.0,6.588,,
0.0,6.566,,
0.0,6.5,,
0.0,6.479,,
0.0,6.413,,
0.0,6.37,,
0.0,6.305,,
0.0,6.305,,
0.0,6.24,,
0.0,6.132,,
0.0,6.132,,
0.0,6.067,,
0.0,6.024,,
0.0,5.96,,
0.0,5.938,,
0.0,5.917,,
0.0,5.917,,
0.0,5.852,,
0.0,5.767,,
0.0,5.746,,
0.0,5.724,,
0.0,5.724,,
0.0,5.703,,
0.0,5.618,,
0.0,5.554,,
0.0,5.533,,
0.0,5.512,,
0.0,5.491,,
0.0,5.491,,
0.0,5.427,,
0.0,5.385,,
0.0,5.385,,
0.0,5.343,,
0.0,5.301,,
0.0,5.28,,
0.0,5.28,,
0.0,5.238,,
0.0001,5.217,,
0.0002,5.196,,
0.0001,5.154,,
0.0008,5.154,,
0.0004,5.196,,
0.0,5.259,,
0.0,5.259,,
0.0,5.259,,
0.0,5.238,,
0.0,5.196,,
0.0,5.154,,
0.0,5.092,,
0.0,5.112,,
0.0,5.092,,
0.0,5.008,,
0.0,4.967,,
0.0,4.946,,
0.0,4.884,,
0.0001,4.842,,
0.00030000000000000003,4.925,,
0.0,4.884,,
0.0,4.76,,
0.0,4.698,,
0.0,4.719,,
0.0,4.677,,
0.0,4.616,,
0.0,4.616,,
0.0,4.575,,
0.0,4.554,,
0.0,4.513,,
0.0,4.473,,
0.0,4.432,,
0.0,4.412,,
0.0,4.371,,
0.0,4.33,,
0.0,4.29,,
0.0,4.249,,
0.0,4.209,,
0.0,4.209,,
0.0,4.189,,
0.0,4.149,,
0.0,4.128,,
0.0,4.108,,
0.0,4.088,,
0.0,4.088,,
0.0,4.068,,
0.0,4.088,,
0.0,4.068,,
0.0,4.048,,
0.0,4.028,,
0.0,4.048,,
0.0,4.048,,
0.0,4.048,,
0.0,4.028,,
0.0,4.008,,
0.0,4.008,,
0.0,4.088,,
0.0,3.789,,
0.0,4.028,,
0.0,3.928,,
0.0,3.612,,
0.0,3.456,,
0.0,3.889,,
0.0,3.809,,
0.0,3.75,,
0.0,3.75,,
0.0,3.77,,
0.0,3.75,,
0.0,3.553,,
0.0,3.671,,
0.0,3.691,,
0.0,3.632,,
0.0,3.592,,
0.0,3.691,,
0.0,3.77,,
0.0,3.691,,
0.0,3.592,,
0.0,3.573,,
0.0,3.573,,
0.0,3.534,,
0.0,3.534,,
0.0,3.514,,
0.0,3.475,,
0.0,3.436,,
0.0,3.397,,
0.0,3.358,,
0.0,3.339,,
0.0,3.32,,
0.0,3.3,,
0.0,3.3,,
0.0,3.262,,
0.0,3.32,,
0.0,3.32,,
0.0,3.32,,
0.0,3.281,,
0.0001,3.243,,
0.0,3.223,,
0.0,3.185,,
0.0,3.147,,
0.0,3.127,,
0.0,3.108,,
0.0,3.089,,
0.0,3.07,,
0.0,3.07,,
0.0,3.051,,
0.0,3.032,,
0.0,2.994,,
0.0,2.975,,
0.0,2.956,,
0.0,2.937,,
0.0,2.918,,
0.0,2.899,,
0.0,2.88,,
0.0,2.862,,
0.0,2.843,,
0.0,2.862,,
0.0,2.843,,
0.0,2.824,,
0.0,2.88,,
0.0,2.937,,
0.0,2.918,,
0.0,2.862,,
0.0,2.862,,
0.0,2.824,,
0.0,2.824,,
0.0,2.805,,
0.0,2.805,,
0.0,2.787,,
0.0,2.787,,
0.0,2.749,,
0.0,2.749,,
0.0,2.712,,
0.0,2.693,,
0.0,2.674,,
0.0,2.656,,
0.0,2.637,,
0.0,2.637,,
0.0,2.619,,
0.0,2.582,,
0.0,2.582,,
0.0,2.582,,
0.0,2.563,,
0.0,2.526,,
0.0,2.582,,
0.0,2.582,,
0.0,2.526,,
0.0001,2.49,,
0.0001,2.508,,
0.0,2.526,,
0.0,2.526,,
0.0,2.545,,
0.0,2.545,,
0.0,2.563,,
0.0001,2.582,,
0.0,2.6,,
0.0,2.6,,
0.0001,2.619,,
0.0,2.637,,
0.0,2.656,,
0.0,2.693,,
0.0001,2.712,,
0.0,2.787,,
0.00030000000000000003,2.843,,
0.0001,2.956,,
0.0001,3.032,,
0.0011,3.127,,
0.0005,3.378,,
0.0002,3.671,,
0.0002,3.948,,
0.0017000000000000001,4.493,,
0.0001,5.343,,
0.0,5.895,,
0.0,6.479,,
0.0,7.071,,
0.0,7.449,,
0.0,7.449,,
0.0,7.227,,
0.0,6.895,,
0.0001,6.697,,
0.0022,6.413,,
0.0,6.305,,
0.0,6.175,,
0.0,6.132,,
0.0,6.196,,
0.0,6.261,,
0.0,6.175,,
0.0,6.196,,
0.0,6.153,,
0.0002,6.132,,
0.0010999999999999998,6.132,,
0.0011,6.003,,
0.0005,6.089,,
0.0008,6.24,,
0.0001,6.719,,
0.00030000000000000003,7.382,,
0.0001,7.943,,
0.0,8.535,,
0.0,9.018,,
0.0,9.272,,
0.0,9.342,,
0.0,9.272,,
0.00030000000000000003,9.087,,
0.0001,8.925,,
0.001,8.718,,
0.0006,8.535,,
0.0,8.443,,
0.0001,8.398,,
0.0,8.466,,
0.0001,8.558,,
0.0,8.58,,
0.0001,8.649,,
0.0,8.718,,
0.0,8.672,,
0.0001,8.672,,
0.0005,8.603,,
0.0001,8.741,,
0.0008,8.856,,
0.0006000000000000001,9.064,,
0.0004,9.226,,
0.00030000000000000003,9.575,,
0.0024,10.209,,
0.0001,11.234,,
0.0,11.959,,
0.00030000000000000003,12.496,,
0.0,12.889,,
0.0,12.79,,
0.0,12.569,,
0.0,12.422,,
0.0,11.862,,
0.0,11.451,,
0.0,11.018,,
0.0,10.612,,
0.0,10.233,,
0.0,10.068,,
0.0,9.809,,
0.0,9.645,,
0.0,9.528,,
0.0001,9.435,,
0.0,9.296,,
0.0,9.249,,
0.0,9.18,,
0.0,9.156,,
0.0,9.133,,
0.0,9.11,,
0.0,8.994,,
0.0,9.041,,
0.0,8.971,,
0.0,8.948,,
0.0,9.041,,
0.0,9.203,,
0.0,9.272,,
0.0,9.087,,
0.0,9.018,,
0.0,8.902,,
0.0,8.741,,
0.0,8.603,,
0.0,8.535,,
0.0,8.466,,
0.0,8.352,,
0.0,8.215,,
0.0,8.147,,
0.0,8.034,,
0.0,7.966,,
0.0,7.876,,
0.0001,7.763,,
0.00013000000000000002,7.696,,
0.00034,7.628,,
0.00051,7.651,,
0.0,7.808,,
0.0,7.763,,
7.000000000000001e-05,7.921,,
0.0,7.989,,
8.999999999999999e-05,8.147,,
0.0,8.079,,
0.0,8.011,,
0.0,7.966,,
0.0,7.966,,
0.0,7.876,,
0.0,7.786,,
0.0,7.628,,
0.0,7.427,,
0.0,7.36,,
0.0,7.16,,
0.0,6.983,,
0.0,6.983,,
0.0,6.851,,
0.0,6.851,,
0.0,6.807,,
0.0,6.763,,
0.0,6.631,,
0.0,6.588,,
0.0,6.588,,
0.0,6.544,,
0.0,6.5,,
0.0,6.479,,
0.0,6.435,,
0.0,6.391,,
0.0,6.283,,
0.0,6.24,,
0.0,6.196,,
0.0,6.132,,
0.0,6.067,,
0.0001,6.046,,
0.0001,6.003,,
0.0,5.981,,
0.0,5.938,,
0.0,5.895,,
0.0,5.852,,
0.0,5.852,,
0.0,5.831,,
0.0,5.81,,
0.0,5.81,,
0.0,5.767,,
0.0,5.746,,
0.0,5.724,,
0.0,5.682,,
0.0,5.639,,
0.0,5.597,,
0.0,5.576,,
0.0,5.554,,
0.0,5.512,,
0.0,5.491,,
0.0,5.449,,
0.0,5.385,,
0.0,5.385,,
0.0,5.364,,
0.0,5.28,,
0.0,5.28,,
0.0,5.238,,
0.0,5.217,,
0.0,5.238,,
0.0,5.259,,
0.0,5.154,,
0.0,5.175,,
0.0,5.112,,
0.0004,5.133,,
0.0,5.133,,
0.0,5.154,,
0.0001,5.154,,
0.0,5.133,,
0.0004,5.175,,
0.00030000000000000003,5.238,,
0.00030000000000000003,5.343,,
0.0,5.406,,
0.0,5.554,,
0.0,5.618,,
0.0,5.682,,
0.0,5.788,,
0.0,5.874,,
0.0,5.895,,
0.0,5.81,,
0.0,5.724,,
0.0,5.618,,
0.0,5.66,,
0.0,5.533,,
0.0,5.406,,
0.0,5.322,,
0.0,5.259,,
0.0,5.322,,
0.0,5.196,,
0.0,5.133,,
0.0,5.05,,
0.0,4.987,,
0.0,4.967,,
0.0,4.967,,
0.0,4.904,,
0.0,4.884,,
0.0,4.842,,
0.0,4.822,,
0.0,4.78,,
0.0,4.719,,
0.0,4.677,,
0.0,4.657,,
0.0,4.616,,
0.0,4.575,,
0.0,4.554,,
0.0,4.534,,
0.0001,4.493,,
0.0,4.493,,
0.0,4.452,,
0.0,4.33,,
0.0,4.371,,
0.0,4.371,,
0.0,4.351,,
0.0,4.31,,
0.0,4.31,,
0.0,4.29,,
0.0,4.249,,
0.0,4.249,,
0.0,4.249,,
0.0,4.229,,
0.0,4.229,,
0.0,4.209,,
0.0,4.169,,
0.0,4.149,,
0.0,3.948,,
0.0,4.088,,
0.0,4.088,,
0.0,4.088,,
0.0,4.068,,
0.0,4.028,,
0.0,4.028,,
0.0,4.028,,
0.0,4.028,,
0.0,3.988,,
0.0,3.988,,
0.0,3.988,,
0.0,3.968,,
0.0,3.948,,
0.0,3.948,,
0.0,3.928,,
0.0,3.889,,
0.0,3.908,,
0.0,3.889,,
0.0001,3.869,,
0.0,3.869,,
0.0,3.849,,
0.0,3.829,,
0.0,3.789,,
0.0,3.789,,
0.0,3.789,,
0.0,3.77,,
0.0001,3.75,,
0.00030000000000000003,3.77,,
0.0004,3.75,,
0.00030000000000000003,3.75,,
0.0004,3.829,,
0.0004,3.869,,
0.00030000000000000003,3.809,,
0.0002,3.789,,
0.0001,3.809,,
0.0001,3.869,,
0.0001,3.869,,
0.0,3.869,,
0.0,3.869,,
0.0,3.889,,
0.0,3.849,,
0.0,3.809,,
0.0001,3.809,,
0.0,3.77,,
0.0,3.77,,
0.0,3.75,,
0.0,3.71,,
0.0,3.691,,
0.0,3.651,,
0.0,3.651,,
0.0,3.651,,
0.0,3.632,,
0.0,3.632,,
0.0,3.592,,
0.0,3.592,,
0.0,3.573,,
0.0,3.436,,
0.0,3.534,,
0.0,3.573,,
0.0001,3.553,,
0.0,3.514,,
0.0,3.495,,
0.0,3.475,,
0.0,3.475,,
0.0,3.436,,
0.0,3.417,,
0.0,3.378,,
0.0,3.358,,
0.0,3.339,,
0.0,3.3,,
0.0,3.262,,
0.0,3.223,,
0.0,3.185,,
0.0,3.185,,
0.0,3.127,,
0.0,3.089,,
0.0,3.089,,
0.0,3.051,,
0.0,3.051,,
0.0,3.032,,
0.0,3.013,,
0.0,3.013,,
0.0,2.994,,
0.0,3.032,,
0.0,3.07,,
0.0,3.147,,
0.0,3.089,,
0.0,3.032,,
0.0,2.994,,
0.0,2.975,,
0.0,2.937,,
0.0,2.899,,
0.0,2.88,,
0.0,2.843,,
0.0,2.768,,
0.0,2.693,,
0.0,2.637,,
0.0,2.582,,
0.0,2.563,,
0.0,2.49,,
0.0,2.435,,
0.0,2.344,,
0.0,2.398,,
0.0,2.526,,
0.0,2.749,,
0.0,2.674,,
0.0,2.73,,
0.0,2.88,,
0.0,2.937,,
0.0,2.88,,
0.0,2.805,,
0.0,2.73,,
0.0,2.693,,
0.0,2.637,,
0.0,2.6,,
0.0,2.563,,
0.0,2.471,,
0.0,2.38,,
0.0,2.289,,
0.0,2.253,,
0.0,2.145,,
0.0,2.074,,
0.0,2.021,,
0.0,1.933,,
0.0,1.88,,
0.0,1.915,,
0.0,2.038,,
0.0,2.235,,
0.0,2.545,,
0.0001,2.787,,
0.0,2.918,,
0.0,2.749,,
0.0,2.73,,
0.0,2.843,,
0.0,2.749,,
0.0,2.712,,
0.0,2.637,,
0.0,2.563,,
0.0,2.49,,
0.0,2.362,,
0.0,2.253,,
0.0,2.181,,
0.0,2.109,,
0.0,2.021,,
0.0,2.003,,
0.0,1.933,,
0.0,1.828,,
0.0,1.758,,
0.0,1.741,,
0.0,1.776,,
0.0,1.915,,
0.0,2.145,,
0.0,2.416,,
0.0,2.6,,
0.0,2.73,,
0.0,2.6,,
0.0,2.526,,
0.0,2.508,,
0.0,2.49,,
0.0,2.453,,
0.0,2.362,,
0.0,2.199,,
0.0,2.074,,
0.0,2.003,,
0.0,1.897,,
0.0,1.81,,
0.0,1.81,,
0.0,1.741,,
0.0,1.707,,
0.0,1.655,,
0.0,1.638,,
0.0,1.655,,
0.0,1.724,,
0.0,1.776,,
0.0,1.985,,
0.0001,2.253,,
0.0,2.563,,
0.0,2.582,,
0.0,2.73,,
0.0,2.526,,
0.0,2.471,,
0.0,2.471,,
0.0,2.398,,
0.0,2.362,,
0.0,2.325,,
0.0,2.253,,
0.0,2.181,,
0.0,2.145,,
0.0,2.145,,
0.0,2.127,,
0.0,2.145,,
0.0,2.199,,
0.0,2.109,,
0.0,2.092,,
0.0,2.092,,
0.0,2.109,,
0.0,2.092,,
0.0,2.074,,
0.0,2.163,,
0.0,2.325,,
0.0,2.307,,
0.0,2.217,,
0.0,2.163,,
0.0,2.127,,
0.0,2.092,,
0.0,2.109,,
0.0,2.092,,
0.0,2.092,,
0.0,2.056,,
0.0,2.038,,
0.0,1.985,,
0.0,1.915,,
0.0,1.863,,
0.0,1.828,,
0.0,1.828,,
0.0,1.81,,
0.0,1.741,,
0.0,1.673,,
0.0,1.655,,
0.0,1.655,,
0.0,1.724,,
0.0,1.793,,
0.0,1.933,,
0.0,2.021,,
0.0,2.235,,
0.0,2.453,,
0.0,2.398,,
0.0,2.416,,
0.0,2.38,,
0.0,2.344,,
0.0,2.307,,
0.0,2.289,,
0.0,2.235,,
0.0,2.217,,
0.0,2.163,,
0.0,2.145,,
0.0,2.145,,
0.0,2.127,,
0.0,2.127,,
0.0,2.109,,
0.0,2.074,,
0.0,2.056,,
0.0,2.056,,
0.0,2.074,,
0.0,2.074,,
0.0,2.109,,
0.0,2.199,,
0.0,2.217,,
0.0,2.163,,
0.0001,2.127,,
0.0,2.074,,
0.0,2.038,,
0.0,2.021,,
0.0,1.985,,
0.0,1.968,,
0.0,1.95,,
0.0,1.933,,
0.0,1.915,,
0.0,1.897,,
0.0,1.897,,
0.0,1.863,,
0.0,1.845,,
0.0,1.828,,
0.0,1.793,,
0.0,1.758,,
0.0,1.724,,
0.0,1.69,,
0.0,1.673,,
0.0,1.724,,
0.0,1.828,,
0.0,1.915,,
0.0,1.985,,
0.0,2.003,,
0.0,1.897,,
0.0,1.88,,
0.0,1.863,,
0.0,1.828,,
0.0,1.81,,
0.0,1.793,,
0.0,1.776,,
0.0,1.776,,
0.0,1.758,,
0.0,1.741,,
0.0,1.724,,
0.0,1.724,,
0.0,1.724,,
0.0,1.707,,
0.0,1.69,,
0.0,1.655,,
0.0,1.655,,
0.0,1.638,,
0.0,1.655,,
0.0,1.655,,
0.0,1.655,,
0.0,1.655,,
0.0,1.621,,
0.0,1.604,,
0.0,1.604,,
0.0,1.638,,
0.0,1.673,,
0.0,1.69,,
0.0,1.673,,
0.0,1.655,,
0.0,1.655,,
0.0,1.655,,
0.0,1.655,,
0.0,1.638,,
0.0,1.621,,
0.0,1.621,,
0.0,1.587,,
0.0,1.587,,
0.0,1.503,,
0.0,1.436,,
0.0,1.37,,
0.0,1.304,,
0.0,1.288,,
0.0,1.255,,
0.0,1.271,,
0.0,1.32,,
0.0,1.436,,
0.0,1.604,,
0.0,1.828,,
0.0,1.758,,
0.0,1.707,,
0.0,1.741,,
0.0,1.758,,
0.0,1.724,,
0.0,1.673,,
0.0,1.655,,
0.0,1.604,,
0.0,1.554,,
0.0,1.503,,
0.0,1.436,,
0.0,1.386,,
0.0,1.32,,
0.0,1.239,,
0.0,1.19,,
0.0,1.223,,
0.0,1.223,,
0.0,1.271,,
0.0,1.32,,
0.0,1.403,,
0.0,1.724,,
0.0,1.897,,
0.0,2.003,,
0.0,1.95,,
0.0,1.793,,
0.0,1.776,,
0.0,1.741,,
0.0,1.724,,
0.0,1.655,,
0.0,1.638,,
0.0,1.604,,
0.0,1.604,,
0.0,1.587,,
0.0,1.587,,
0.0,1.57,,
0.0,1.57,,
0.0,1.57,,
0.0,1.554,,
0.0,1.537,,
0.0,1.52,,
0.0,1.52,,
0.0,1.52,,
0.0,1.52,,
0.0,1.52,,
0.0,1.52,,
0.0,1.554,,
0.0,1.537,,
0.0,1.638,,
0.0,1.554,,
0.0,1.57,,
0.0,1.57,,
0.0,1.554,,
0.0,1.554,,
0.0,1.57,,
0.0,1.57,,
0.0,1.57,,
0.0,1.57,,
0.0,1.587,,
0.0,1.57,,
0.0,1.57,,
0.0,1.57,,
0.0,1.57,,
0.0,1.554,,
0.0,1.554,,
0.0,1.537,,
0.0,1.537,,
0.0002,1.554,,
0.0,1.554,,
0.0,1.554,,
0.0,1.554,,
0.0,1.587,,
0.0,1.587,,
0.0,1.638,,
0.0,1.741,,
0.0,1.655,,
0.0,1.655,,
0.0,1.655,,
0.0,1.673,,
0.0,1.673,,
0.0,1.69,,
0.0,1.69,,
0.0001,1.69,,
0.0,1.69,,
0.0001,1.69,,
0.0,1.673,,
0.0001,1.69,,
0.0001,1.707,,
0.0002,1.707,,
0.0006000000000000001,1.741,,
0.0002,1.776,,
0.0008,1.863,,
0.0001,2.038,,
0.0001,2.199,,
0.0001,2.526,,
0.0,2.637,,
0.0005,2.88,,
0.0002,3.032,,
0.0002,3.32,,
0.0012000000000000001,3.456,,
0.0006000000000000001,3.671,,
0.0002,3.73,,
0.0,3.829,,
0.0001,3.77,,
0.0001,3.809,,
0.0002,3.889,,
0.0001,4.028,,
0.0002,4.209,,
0.0,4.27,,
0.0,4.149,,
0.0002,4.008,,
0.0001,3.829,,
0.0,3.651,,
0.0,3.514,,
0.0,3.397,,
0.0,3.3,,
0.0,3.204,,
0.0,3.147,,
0.0,3.07,,
0.0,2.918,,
0.0,3.013,,
0.0,3.013,,
0.0,2.994,,
0.0,2.975,,
0.0,2.956,,
0.0,2.956,,
0.0001,2.956,,
0.0,2.937,,
0.0,2.899,,
0.0,2.88,,
0.0,2.88,,
0.0,2.843,,
0.0,2.787,,
0.0,2.787,,
0.0,2.712,,
0.0,2.674,,
0.0,2.637,,
0.0,2.6,,
0.0,2.563,,
0.0,2.545,,
0.0,2.545,,
0.0,2.526,,
0.0,2.508,,
0.0,2.416,,
0.0,2.416,,
0.0,2.416,,
0.0,2.435,,
0.0,2.49,,
0.0,2.38,,
0.0,2.526,,
0.0,2.545,,
0.0,2.563,,
0.0,2.582,,
0.0,2.582,,
0.0,2.582,,
0.0,2.582,,
0.0,2.582,,
0.0,2.582,,
0.0,2.545,,
0.0,2.526,,
0.0001,2.526,,
0.0,2.526,,
0.0,2.508,,
0.0,2.526,,
0.0,2.526,,
0.0,2.526,,
0.0,2.526,,
0.0,2.545,,
0.0,2.563,,
0.0,2.582,,
0.0,2.6,,
0.0,2.637,,
0.0,2.656,,
0.0,2.674,,
0.0,2.749,,
0.0,2.73,,
0.0001,2.749,,
0.0001,2.787,,
0.0001,2.862,,
0.0006,2.956,,
0.0014000000000000002,3.089,,
0.0002,3.339,,
0.0,3.592,,
0.0,3.849,,
0.0,4.128,,
0.0,4.534,,
0.0,4.904,,
0.0,5.28,,
0.0,5.491,,
0.0001,5.259,,
0.0,4.967,,
0.0,4.677,,
0.0,4.452,,
0.0,4.29,,
0.0,4.149,,
0.0,4.008,,
0.0,3.889,,
0.0,3.809,,
0.0,3.71,,
0.0,3.632,,
0.0,3.534,,
0.0,3.456,,
0.0,3.339,,
0.0,3.281,,
0.0,3.204,,
0.0,3.108,,
0.0,3.013,,
0.0,2.937,,
0.0,2.88,,
0.0,2.824,,
0.0,2.787,,
0.0,2.73,,
0.0,2.637,,
0.0,2.6,,
0.0,2.6,,
0.0,2.563,,
0.0,2.526,,
0.0,2.545,,
0.0,2.526,,
0.0,2.563,,
0.0,2.6,,
0.0,2.619,,
0.0,2.619,,
0.0,2.619,,
0.0,2.6,,
0.0,2.582,,
